no_recibo,producto_id,tienda_id,cantidad
0000020441,270244,4,5
0000020441,2866HJ,3,3
0000020442,2147020301,2,3
0000020443,284397,1,8
0000020444,2126022101,1,1
0000020445,2844A4,4,6
0000020446,267045,1,8
0000020446,270162,2,3
0000020447,2212010501,1,10
0000020447,270285,1,7
0000020448,267580,3,7
0000020449,270238,1,2
0000020450,2115020391,4,10
0000020451,266520,3,2
0000020452,265227,4,1
0000020452,265228,3,7
0000020453,267179,4,1
0000020453,2845S2,5,2
0000020454,2664AK,4,2
0000020455,265A29,2,6
0000020455,270165,1,3
0000020455,270347,5,6
0000020455,276FDN,4,6
0000020455,284147,4,1
0000020456,2768IQ,3,6
0000020457,2112020601,5,10
0000020457,296002,4,4
0000020458,286056,2,5
0000020459,2116021501,2,1
0000020460,26556N,2,4
0000020460,270271,5,4
0000020461,267577,3,1
0000020462,2144020201,2,10
0000020463,2701AM,4,3
0000020464,4917040003,1,8
0000020465,270180,5,10
0000020465,2844B5,4,8
0000020466,2702B5,1,6
0000020467,265222,3,8
0000020468,2127040501,1,2
0000020469,2662A3,4,4
0000020470,2841C4,5,2
0000020470,284444,5,7
0000020471,286544,1,2
0000020472,4916040007,4,3
0000020473,267233,5,3
0000020474,2915010010,2,5
0000020475,2843C8,5,2
0000020476,2132023703,2,4
0000020477,284196,1,2
0000020478,26522C,1,6
0000020478,26552C,3,2
0000020478,458426,2,8
0000020479,4137050201,4,10
0000020480,2863VN,2,4
0000020481,2125040901,3,5
0000020482,284109,5,3
0000020483,284303,2,2
0000020484,2125040101,2,7
0000020485,26522E,5,1
0000020485,4916040001,3,10
0000020486,2767JU,3,10
0000020487,284149,4,8
0000020488,2147020801,4,2
0000020488,284203,4,5
0000020489,270268,3,8
0000020490,266574,5,7
0000020491,266246,4,9
0000020492,267578,3,1
0000020493,265224,5,9
0000020494,2212010501,1,1
0000020495,284211,2,9
0000020495,284223,5,6
0000020496,2701BP,1,9
0000020496,458196,5,3
0000020497,266232,2,6
0000020498,267296,3,7
0000020498,2917020005,5,7
0000020499,2111021801,3,7
0000020499,267422,1,5
0000020499,2843B1,4,6
0000020500,270232,5,5
0000020501,265529,1,3
0000020501,4126041801,3,1
0000020501,4917040005,1,7
0000020502,270201,4,9
0000020503,2914020003,2,8
0000020504,2915010004,4,2
0000020505,286056,5,3
0000020506,2126041001,1,10
0000020506,2843B8,1,3
0000020506,458321,2,9
0000020507,2125041101,3,7
0000020507,266217,1,7
0000020508,267226,3,7
0000020509,2863CA,5,5
0000020510,2144022301,3,2
0000020511,266217,3,2
0000020512,2144022301,3,7
0000020512,4126050301,1,10
0000020513,265581,2,3
0000020513,465281,2,4
0000020514,2115011501,5,5
0000020515,26516K,2,7
0000020516,4125041801,5,6
0000020517,270113,3,1
0000020518,2211012401,1,6
0000020518,267105,5,10
0000020519,267342,2,2
0000020520,270190,4,10
0000020521,2115021801,2,2
0000020522,2112020401,2,4
0000020523,2115023601,4,10
0000020524,2147020401,3,3
0000020525,2115010791,5,8
0000020525,270290,3,9
0000020526,26552C,5,4
0000020527,267473,1,7
0000020528,267316,5,7
0000020529,2701AH,3,4
0000020529,270210,3,9
0000020530,26516K,1,7
0000020530,267293,3,7
0000020531,2914020003,5,1
0000020532,2916020010,1,8
0000020533,267449,5,7
0000020533,458147,4,7
0000020534,2125022401,1,5
0000020535,26528J,3,4
0000020536,284143,5,7
0000020537,284040-1,4,8
0000020538,284248,5,4
0000020539,26544G,1,3
0000020540,270263,5,7
0000020541,270199,3,5
0000020542,458343,3,9
0000020543,2116024891,1,5
0000020543,4424050001,2,1
0000020544,2125041401,5,3
0000020545,2115020791,4,1
0000020546,466501,4,8
0000020547,270247,4,9
0000020548,2869UL,4,3
0000020549,2147020801,4,1
0000020549,270390,4,7
0000020550,2702AE,2,5
0000020551,266232,2,3
0000020551,2916010002,3,5
0000020552,267592,4,9
0000020553,2115021701,5,2
0000020553,2125040791,3,8
0000020554,2842A8,2,5
0000020555,270381,3,5
0000020556,2701AF,1,10
0000020557,458322,3,1
0000020558,2212012401,1,3
0000020559,2147020301,5,3
0000020560,2415000107,5,10
0000020560,2701A9,4,2
0000020560,4137050201,1,6
0000020561,26522B,2,4
0000020562,267342,3,1
0000020562,284362,3,10
0000020562,2843A8,4,9
0000020563,2702B2,3,5
0000020563,458446,4,6
0000020564,284308,3,2
0000020565,284346,5,6
0000020566,270251,1,6
0000020567,2841A6,4,6
0000020568,26528J,1,5
0000020568,270340,3,4
0000020569,2112020401,2,6
0000020569,26522B,4,10
0000020570,458147,3,1
0000020571,2125022191,1,7
0000020571,270210,1,9
0000020571,270340,3,2
0000020571,458147,4,5
0000020572,26538J,4,8
0000020573,284595,5,4
0000020574,2114031091,5,1
0000020575,2665AK,3,10
0000020576,284450,5,3
0000020577,26522A,5,8
0000020577,26558J,5,10
0000020578,26515L,2,2
0000020579,2702AY,4,2
0000020580,26512B,2,6
0000020581,26504C,1,7
0000020582,26522A,1,5
0000020582,2915010098,1,10
0000020583,26526N,2,6
0000020584,266247,5,2
0000020585,2665AK,3,1
0000020586,2144022601,4,10
0000020587,265122,3,10
0000020588,284101,3,3
0000020589,270250,3,2
0000020589,2845S1,4,8
0000020590,26504C,1,6
0000020590,276FDH,5,10
0000020591,2125040101,1,5
0000020592,2213013801,3,7
0000020592,2842B2,2,8
0000020593,458346,1,10
0000020594,4122041101,2,4
0000020595,270151,1,1
0000020595,2703AG,5,1
0000020596,2916021801,1,1
0000020597,2115010601,2,9
0000020597,284444,5,2
0000020598,2415000107,2,9
0000020599,265224,2,5
0000020599,284344,3,3
0000020600,2125040101,3,1
0000020600,265322,3,8
0000020600,2843A2,4,5
0000020601,267279,3,9
0000020601,2701BP,1,4
0000020602,2701AV,2,2
0000020602,2845C2,2,2
0000020603,266247,1,9
0000020603,2914020003,5,10
0000020604,265528,3,9
0000020605,267394,5,6
0000020605,267549,4,3
0000020606,26552A,1,2
0000020607,2132023703,2,4
0000020608,2115031091,1,5
0000020609,276FDH,5,3
0000020610,2844A9,3,9
0000020611,265481,2,2
0000020612,2115030101,4,9
0000020613,2703AW,5,8
0000020614,26554F,2,7
0000020615,2127040791,1,5
0000020615,2862Y3,1,2
0000020616,458395,1,7
0000020617,2702BL,4,4
0000020618,2843A8,4,3
0000020619,2701C1,3,3
0000020620,418012,5,9
0000020621,4915040005,5,3
0000020622,296001,1,8
0000020623,265527,1,2
0000020623,2702AT,3,4
0000020623,2915020095,4,10
0000020624,267045,1,3
0000020624,4126040201,2,7
0000020625,26556N,4,10
0000020626,284495,5,3
0000020627,2115030501,3,7
0000020627,2144020201,3,10
0000020628,458147,3,8
0000020629,284463,4,5
0000020630,2115050101,1,4
0000020631,270176,5,8
0000020632,2867QK,1,5
0000020633,2703BG,1,6
0000020634,2916020010,1,7
0000020635,2916010007,3,5
0000020636,2144020401,1,4
0000020636,267322,2,5
0000020637,270206,1,10
0000020638,267045,3,4
0000020639,284143,3,8
0000020640,458399,2,8
0000020641,284216,2,8
0000020642,418301,5,6
0000020643,284306,1,2
0000020644,2945000108,3,2
0000020645,267317,2,6
0000020646,2124022401,1,6
0000020647,2127040491,1,1
0000020648,2662A7,5,2
0000020649,2147020401,4,8
0000020650,2415000110,2,10
0000020650,270390,4,10
0000020650,284403,1,2
0000020651,270351,1,9
0000020652,266247,3,4
0000020653,2702AC,5,6
0000020654,2915010002,2,6
0000020654,458325,4,4
0000020655,2662A7,5,10
0000020655,4915040004,1,3
0000020656,2115020201,1,8
0000020656,266232,4,5
0000020656,267251,4,1
0000020656,2945000103,3,10
0000020657,2703C2,2,2
0000020658,284302,2,3
0000020659,284263,5,9
0000020660,458347,4,8
0000020661,2144022601,5,6
0000020662,4916040001,4,10
0000020663,2844C4,3,4
0000020664,26515L,4,9
0000020664,2662A4,3,4
0000020665,2665A4,1,8
0000020666,265126,3,1
0000020667,270109,2,6
0000020668,284313,1,10
0000020669,2212013701,3,7
0000020669,2844930002,3,1
0000020670,266546,2,10
0000020671,2702AW,4,4
0000020672,270104,5,4
0000020672,270303,5,8
0000020673,2701AB,1,1
0000020674,2703AE,3,9
0000020675,270269,4,2
0000020676,284142,5,4
0000020677,2701AK,5,6
0000020678,267256,2,6
0000020678,2843B8,1,5
0000020679,26542B,1,6
0000020680,284496,4,1
0000020681,267148,1,9
0000020682,466501,3,4
0000020683,2701BP,1,4
0000020684,2844960002,3,9
0000020685,2124011101,1,6
0000020685,284593,5,3
0000020686,270287,5,6
0000020687,2127023391,1,6
0000020688,267292,4,3
0000020689,265481,5,8
0000020689,284145,2,6
0000020689,2844S2,4,3
0000020690,276FDH,3,3
0000020691,4915010001,1,8
0000020692,266132,3,10
0000020692,470201,2,9
0000020693,2842B8,3,10
0000020694,2703AY,3,4
0000020695,270110,3,5
0000020696,284145,2,4
0000020697,270291,2,9
0000020698,4126040201,2,4
0000020698,458350,5,10
0000020699,284495,5,4
0000020700,270318,2,8
0000020700,458424,1,5
0000020701,2767JU,2,9
0000020702,2701BO,4,1
0000020703,2114020801,4,1
0000020704,265428,3,6
0000020705,2116011201,5,7
0000020706,2115050101,4,2
0000020707,26522E,3,3
0000020708,2115011201,2,4
0000020708,2844160000,2,1
0000020709,267396,3,9
0000020709,284444,5,4
0000020710,2844A4,5,9
0000020711,2115020691,1,4
0000020711,2117024801,2,6
0000020711,2701B4,3,8
0000020712,267242,4,8
0000020713,2125020101,1,5
0000020714,270306,2,10
0000020714,284109,4,4
0000020715,2843C9,5,7
0000020715,8010,3,1
0000020716,2915010098,1,4
0000020716,458196,3,4
0000020717,2137020101,1,3
0000020718,2137011601,4,4
0000020718,26537H,2,9
0000020719,265222,4,10
0000020719,2842B1,4,8
0000020720,270390,2,7
0000020720,2915010022,2,10
0000020721,2703AR,3,2
0000020722,4135050201,5,10
0000020723,2415070102,1,7
0000020723,2911010001,3,8
0000020724,2144020201,4,7
0000020725,267154,5,5
0000020726,26542D,4,2
0000020727,270144,4,10
0000020728,2115020691,2,2
0000020728,2703BC,3,3
0000020729,2126020501,1,2
0000020730,2702B4,3,1
0000020731,2842C3,4,4
0000020732,284472,4,10
0000020733,2844S4,1,7
0000020734,2124020101,1,10
0000020735,267194,3,6
0000020736,2212010301,4,10
0000020737,2701B2,3,1
0000020738,270126,1,10
0000020738,2845B4,4,8
0000020739,270306,4,4
0000020740,2117021201,2,3
0000020740,2137020101,2,4
0000020741,2126030201,2,10
0000020742,284318,1,3
0000020743,26526N,5,9
0000020744,2126030101,1,5
0000020744,26533E,5,7
0000020745,4916040011,4,7
0000020746,276F8N,2,10
0000020746,2843S1,4,4
0000020747,267011,4,1
0000020748,2144022601,3,10
0000020748,270230,2,10
0000020749,284326,5,1
0000020750,284218,2,5
0000020751,284372,4,3
0000020752,4916040009,5,9
0000020753,270116,2,7
0000020753,458450,1,9
0000020754,270363,4,2
0000020754,458331,5,5
0000020754,458350,5,2
0000020755,2844A4,3,9
0000020756,2945000103,3,8
0000020757,2127024891,2,8
0000020757,2702BG,1,7
0000020758,2115020401,1,9
0000020758,267345,4,7
0000020758,400101,4,3
0000020759,458321,2,8
0000020760,2701AQ,3,3
0000020761,266146,5,10
0000020762,2117020401,1,5
0000020763,270205,4,6
0000020763,4126041501,1,3
0000020764,2844B3,5,6
0000020765,2114020101,2,8
0000020765,2125040801,5,3
0000020765,458423,1,4
0000020766,2843A2,2,5
0000020767,270164,4,8
0000020767,4122041101,5,4
0000020768,26537H,4,9
0000020768,270224,2,3
0000020769,4916040010,4,8
0000020770,284315,3,7
0000020771,265229,2,5
0000020771,270395,2,10
0000020772,284196,1,1
0000020772,2843B5,3,7
0000020773,284226,4,3
0000020774,26535A,1,10
0000020775,267543,3,7
0000020776,4916040001,3,8
0000020777,2112030801,5,10
0000020777,4122041101,2,8
0000020778,267491,5,10
0000020778,458432,1,4
0000020779,4126041801,5,2
0000020780,270220,4,4
0000020781,2126022501,3,1
0000020782,267305,3,2
0000020782,270363,5,4
0000020783,2126040791,1,3
0000020783,26528J,2,3
0000020783,2652BE,3,6
0000020784,2662A3,2,3
0000020784,284463,4,1
0000020785,2125020301,5,2
0000020786,26554F,4,1
0000020787,270353,1,7
0000020787,458196,1,6
0000020788,270284,4,1
0000020788,2702AY,1,1
0000020789,284145,1,1
0000020790,265229,1,10
0000020791,458434,1,2
0000020792,267042,5,5
0000020792,2767JU,3,10
0000020792,458205,2,9
0000020793,296343,4,6
0000020794,26522D,2,2
0000020794,465281,5,6
0000020795,270114,2,10
0000020796,466501,5,3
0000020797,267442,1,8
0000020797,284548,5,10
0000020798,270190,5,1
0000020799,458526,4,5
0000020800,2845A9,2,4
0000020801,2112030301,5,2
0000020802,2125024001,4,4
0000020802,270319,4,8
0000020803,458398,5,1
0000020804,2111011591,1,9
0000020804,267392,4,8
0000020805,2845160000,2,1
0000020806,2114024801,2,5
0000020806,2701A5,2,8
0000020807,267434,2,2
0000020808,26552C,2,3
0000020808,267042,3,1
0000020809,2112030801,5,6
0000020810,270397,2,5
0000020811,2127020201,1,2
0000020811,270161,3,8
0000020811,2702AE,3,1
0000020812,265225,2,1
0000020813,26528J,5,3
0000020813,284173,5,2
0000020814,458396,2,1
0000020815,266474,3,1
0000020816,265121,4,10
0000020817,2115020501,2,4
0000020818,2137020101,5,1
0000020819,26514F,3,9
0000020820,458102,5,5
0000020821,458348,1,4
0000020822,265529,5,9
0000020823,2212012301,1,5
0000020824,270230,4,6
0000020825,2127041101,1,6
0000020825,267142,5,2
0000020826,2125030201,2,2
0000020826,2702B2,3,3
0000020827,2665A7,3,9
0000020827,458446,4,10
0000020828,284274,3,2
0000020829,267321,2,9
0000020830,26515L,2,2
0000020831,2916010008,5,4
0000020832,276GDS,3,2
0000020833,286DW1,4,3
0000020834,2115031091,3,10
0000020835,284211,2,8
0000020836,2111011591,1,2
0000020836,267196,4,5
0000020836,284346,1,4
0000020837,2117050201,4,6
0000020837,284146,2,3
0000020838,2125020591,2,7
0000020838,270358,5,1
0000020839,4916040010,5,5
0000020840,267302,4,9
0000020841,267148,2,5
0000020842,26552E,2,1
0000020842,2843B2,2,1
0000020843,2915010004,3,9
0000020844,26522A,2,10
0000020845,2111011591,4,5
0000020845,267042,1,1
0000020846,26552C,3,3
0000020846,267526,3,1
0000020846,2701AY,2,5
0000020847,26526N,1,1
0000020847,267534,5,6
0000020848,284241,3,2
0000020849,266517,4,7
0000020850,2132020101,4,3
0000020851,26512E,2,8
0000020851,2914010013,4,5
0000020852,2213013691,3,6
0000020852,2663A7,1,2
0000020852,284551,5,1
0000020853,2702BE,1,4
0000020854,2112030601,1,3
0000020855,2144022301,4,1
0000020855,270258,5,7
0000020856,2144020101,1,3
0000020856,270366,2,8
0000020857,284491,2,6
0000020858,266546,2,10
0000020859,284348,4,10
0000020860,2124020401,1,4
0000020860,270347,1,6
0000020861,284348,4,6
0000020862,270135,1,8
0000020863,265121,4,9
0000020864,267346,4,8
0000020865,2701AE,4,1
0000020866,2144021691,4,9
0000020866,266546,4,10
0000020867,26537H,2,5
0000020867,2702AW,4,9
0000020868,284344,3,6
0000020869,2211014401,4,2
0000020869,2845A7,3,7
0000020870,266220,2,7
0000020870,266246,3,7
0000020871,270389,4,4
0000020872,270363,2,9
0000020873,266574,1,2
0000020874,418102,2,7
0000020875,267108,3,10
0000020875,2844S5,2,7
0000020876,458532,4,9
0000020877,2147020101,5,4
0000020878,2125020591,2,10
0000020878,26552A,1,7
0000020879,465261,3,1
0000020880,2117030391,2,6
0000020881,270220,4,3
0000020882,267293,3,7
0000020883,2916020013,2,5
0000020884,26542C,2,6
0000020884,270165,2,4
0000020885,458395,5,3
0000020886,267102,2,4
0000020887,2117020391,3,3
0000020888,270190,5,5
0000020889,2144022301,2,1
0000020889,270275,2,6
0000020890,2703AN,3,5
0000020891,2114031091,5,2
0000020891,2917020006,1,6
0000020892,26528J,1,3
0000020892,26552A,2,8
0000020892,2702AE,4,3
0000020893,26527G,5,8
0000020893,270320,1,9
0000020894,270110,4,3
0000020894,270326,3,5
0000020895,267342,3,1
0000020896,2116040101,4,6
0000020896,2914020013,2,8
0000020897,270210,4,7
0000020898,267221,2,1
0000020899,2126020191,5,5
0000020899,458446,4,8
0000020900,265226,1,1
0000020901,284392,4,5
0000020902,2767JU,4,8
0000020902,284126,3,10
0000020903,270363,3,3
0000020904,284312,5,2
0000020905,2115050201,2,2
0000020905,270125,4,3
0000020905,466501,5,10
0000020906,286A0D,5,9
0000020907,2703AW,3,7
0000020908,2125024001,5,9
0000020908,265326,4,10
0000020908,2843B5,3,10
0000020909,2841C4,5,10
0000020910,270236,2,4
0000020911,284240,3,5
0000020912,458434,3,10
0000020913,2701BG,2,4
0000020914,26537H,2,1
0000020914,2845C4,2,7
0000020915,270303,5,6
0000020916,284574,3,10
0000020917,2703A2,4,5
0000020917,418301,5,5
0000020918,270150,3,9
0000020919,284205,5,2
0000020920,267222,5,8
0000020921,2144020201,4,7
0000020922,26556N,2,2
0000020923,270250,5,10
0000020924,267126,5,9
0000020924,2701BG,4,7
0000020924,284318,3,8
0000020925,2213013991,3,1
0000020925,284224,5,1
0000020925,458295,5,1
0000020926,2126011101,5,9
0000020926,2703A7,4,1
0000020927,265428,5,9
0000020928,270130,2,3
0000020929,26552E,5,6
0000020930,26522C,5,1
0000020931,2111011591,1,1
0000020931,270295,2,8
0000020932,2212010191,3,6
0000020933,276FDH,3,5
0000020934,2415070102,1,3
0000020934,2665A4,1,2
0000020935,276FDH,3,9
0000020936,2114021201,2,2
0000020936,458197,3,8
0000020937,2701AN,5,1
0000020937,2703AF,3,6
0000020938,267445,3,8
0000020939,4126040201,2,6
0000020940,458326,1,7
0000020941,2114021301,2,2
0000020942,2117050101,4,8
0000020943,2844960002,3,9
0000020944,2144020101,2,4
0000020945,2213010501,1,5
0000020945,2916210001,5,9
0000020946,26512B,2,3
0000020947,270153,5,7
0000020948,26527H,2,2
0000020949,2767JU,3,5
0000020950,284206,5,8
0000020950,296002,4,1
0000020951,213006,5,4
0000020952,267011,1,9
0000020953,270198,3,10
0000020954,418012,5,6
0000020955,2865B4,2,5
0000020956,2652BE,3,1
0000020956,2703BG,1,3
0000020957,267108,3,7
0000020958,267148,1,8
0000020959,2844960002,3,5
0000020960,26524F,4,5
0000020961,2702B5,1,10
0000020962,267045,5,1
0000020963,265222,1,2
0000020964,26554G,4,7
0000020965,26556N,2,2
0000020966,4916040004,5,8
0000020967,267121,2,7
0000020968,284472,4,9
0000020969,267046,3,6
0000020970,284326,5,6
0000020971,2415000119,3,10
0000020971,270346,1,5
0000020972,265226,2,7
0000020972,2702BD,3,7
0000020973,270327,5,10
0000020974,2844080002,4,2
0000020975,2115030501,3,8
0000020975,2867II,2,10
0000020976,270340,3,1
0000020977,4915040005,5,5
0000020978,270299,1,7
0000020978,458243,2,1
0000020979,286594,1,2
0000020980,2702C4,4,5
0000020981,2126020301,3,5
0000020982,2843S1,1,3
0000020983,266247,3,2
0000020984,265228,5,3
0000020984,2702A9,4,8
0000020985,284549,2,1
0000020986,409002,5,2
0000020986,465262,4,3
0000020987,267225,4,7
0000020987,458541,4,9
0000020988,2116020401,2,9
0000020988,2844C3,5,3
0000020989,266320,4,1
0000020989,2844160000,5,1
0000020990,2701B4,3,3
0000020991,26514F,1,7
0000020992,2127022101,1,9
0000020993,284344,2,1
0000020994,270397,2,6
0000020995,284326,5,9
0000020996,270315,5,6
0000020996,284315,3,9
0000020997,2147020801,3,1
0000020998,2915020095,3,1
0000020999,2147021601,2,2
0000020999,284493,4,6
0000021000,284346,5,7
0000021000,458541,4,7
0000021001,284505,5,5
0000021002,267216,3,7
0000021002,267226,3,1
0000021002,458295,5,7
0000021003,4915040004,1,10
0000021004,267577,3,2
0000021005,2213010301,1,8
0000021005,267553,4,9
0000021005,276GDS,5,6
0000021006,2132020101,5,10
0000021006,2144020101,5,5
0000021006,270199,5,2
0000021007,267148,3,4
0000021008,458397,1,2
0000021009,2663A7,3,3
0000021010,2845A4,2,5
0000021011,2917020005,5,7
0000021012,265225,5,9
0000021013,284424,2,7
0000021014,267525,4,7
0000021014,2916210001,5,2
0000021015,267249,4,5
0000021015,284318,1,7
0000021016,2702BN,1,3
0000021017,284101,1,5
0000021018,265223,1,3
0000021018,270112,3,10
0000021018,2703BL,4,4
0000021019,267405,1,2
0000021020,2114021001,5,10
0000021020,4915010001,1,10
0000021021,2865B4,4,7
0000021022,2915010002,2,6
0000021023,2132010906,3,5
0000021023,265226,3,4
0000021024,270160,5,1
0000021025,2127021001,1,10
0000021026,2843S2,4,2
0000021027,270299,5,8
0000021028,458246,3,8
0000021029,2703AE,1,9
0000021030,267180,4,9
0000021031,270214,2,8
0000021032,213006,4,7
0000021032,265226,3,8
0000021033,265527,4,6
0000021034,2701BG,2,7
0000021035,2132020101,4,4
0000021035,2213013201,2,1
0000021036,458532,4,8
0000021037,2917020006,2,3
0000021038,4916040011,5,4
0000021039,266247,4,9
0000021040,270303,1,8
0000021041,267305,3,3
0000021042,2144022301,2,10
0000021043,26522A,5,4
0000021043,267353,5,1
0000021043,267480,1,4
0000021044,2843A2,4,4
0000021045,267456,4,6
0000021046,2703AZ,2,3
0000021046,4917040003,1,6
0000021047,2116020391,3,2
0000021048,2701AN,5,9
0000021049,2916010002,2,2
0000021050,2211010591,1,8
0000021051,2703A3,2,8
0000021052,265529,3,10
0000021053,270261,3,8
0000021053,276FDH,3,6
0000021054,284308,3,2
0000021055,266346,4,2
0000021056,270361,1,4
0000021057,270130,4,6
0000021058,4127040401,1,6
0000021059,270229,5,6
0000021060,2111011591,3,5
0000021061,2415000119,2,3
0000021062,2116021301,5,9
0000021062,2844C4,2,8
0000021063,26552C,3,5
0000021063,267546,3,10
0000021064,267242,4,8
0000021064,2701AM,4,9
0000021065,26554G,4,1
0000021065,465262,5,5
0000021066,267334,2,7
0000021067,2843960002,3,10
0000021068,2126023201,5,3
0000021069,2115011301,5,9
0000021069,270257,4,3
0000021070,2662A3,4,5
0000021071,2112020401,2,3
0000021072,270306,5,7
0000021073,2114030901,4,3
0000021073,2125041001,5,6
0000021073,267496,1,10
0000021074,266232,4,4
0000021075,26522E,4,2
0000021075,4916040010,5,2
0000021076,2703AM,4,7
0000021077,270338,3,5
0000021078,2415070102,4,7
0000021078,276GDS,2,6
0000021079,2126023191,3,7
0000021080,2701BP,1,10
0000021080,284345,1,7
0000021081,2211012301,1,2
0000021082,270342,5,7
0000021082,284302,3,10
0000021083,418008,5,5
0000021084,26524F,3,7
0000021085,2415000119,5,9
0000021085,270176,2,4
0000021085,2916021801,2,3
0000021086,267281,5,10
0000021087,2703AF,2,2
0000021088,2212010301,4,9
0000021088,26523M,4,3
0000021088,296343,4,6
0000021089,2136011602,3,5
0000021090,465261,4,4
0000021091,2125024801,3,4
0000021091,2126050201,3,3
0000021091,270313,3,5
0000021092,2112030101,2,9
0000021092,418007,5,3
0000021092,465261,5,6
0000021093,284521,5,7
0000021094,2703AR,2,2
0000021095,266517,4,4
0000021096,4916040011,3,10
0000021097,2701AM,4,5
0000021097,270384,4,9
0000021098,266246,5,6
0000021098,270203,4,2
0000021098,270263,5,6
0000021099,267139,5,2
0000021099,267148,1,5
0000021100,2124021091,1,7
0000021100,26512A,3,9
0000021100,2845C1,5,3
0000021101,267126,4,1
0000021102,2915020011,5,3
0000021103,26515L,4,2
0000021104,2146022301,4,8
0000021105,2701AN,1,9
0000021106,2125041401,1,3
0000021107,270241,1,8
0000021108,2845B8,3,7
0000021108,8010,3,4
0000021109,2842A5,3,9
0000021110,4126041501,1,10
0000021111,270293,1,8
0000021112,265326,4,8
0000021112,284548,5,9
0000021113,2841A5,5,7
0000021114,276FDH,5,6
0000021115,26552C,3,10
0000021116,2125030401,3,10
0000021117,270338,3,6
0000021118,2702AE,2,5
0000021119,2116050101,2,6
0000021120,276KTU,1,1
0000021121,2127024891,2,8
0000021122,2701BL,4,3
0000021122,2917020006,4,4
0000021123,267181,2,2
0000021123,267579,3,4
0000021124,270103,4,10
0000021125,265A29,5,3
0000021125,2703AN,2,3
0000021126,286594,3,10
0000021127,284524,5,7
0000021128,270344,4,7
0000021129,270350,4,4
0000021130,2844A4,4,1
0000021131,2117020791,3,8
0000021132,2117021501,2,9
0000021132,284324,4,4
0000021133,270122,5,10
0000021133,2702BC,3,2
0000021134,2842C6,2,6
0000021135,26515L,3,3
0000021135,2701AN,4,8
0000021136,26542C,2,8
0000021136,270328,4,5
0000021136,284507,5,6
0000021137,4916040011,5,2
0000021138,267342,1,9
0000021139,284223,5,2
0000021140,458431,2,2
0000021141,265221,3,3
0000021142,267546,3,7
0000021143,418201,4,2
0000021144,265324,2,6
0000021145,267196,2,4
0000021145,458205,2,2
0000021146,26528J,1,10
0000021147,270261,1,3
0000021148,4916040009,2,7
0000021149,2703AY,2,9
0000021150,2843A2,5,10
0000021150,286213,2,7
0000021151,2131000001,4,6
0000021152,270130,3,2
0000021153,276EDL,2,10
0000021154,267449,5,4
0000021154,418003,5,2
0000021155,2116021501,2,9
0000021155,270365,1,6
0000021156,270231,2,6
0000021157,2914010014,4,1
0000021158,284344,3,9
0000021159,2125023391,5,9
0000021159,2212013801,3,8
0000021160,2124022401,1,1
0000021160,270185,1,2
0000021160,2702BI,3,4
0000021160,2915010020,2,2
0000021161,2915020095,3,10
0000021162,284346,5,4
0000021163,267205,2,7
0000021164,267254,4,9
0000021165,267425,1,9
0000021165,2914020013,2,7
0000021166,265221,4,8
0000021167,270326,5,4
0000021168,2114030901,4,6
0000021169,26537H,4,6
0000021170,2703AR,1,10
0000021170,2703AZ,1,5
0000021171,270228,4,3
0000021171,270276,1,6
0000021172,267011,4,8
0000021172,2703BG,4,9
0000021173,2842C9,5,5
0000021173,458246,3,4
0000021174,284127,5,8
0000021175,2125023391,5,1
0000021175,4122041101,4,4
0000021176,2117021201,2,1
0000021177,284126,5,1
0000021178,2701AN,4,4
0000021179,270294,2,10
0000021179,284107,5,3
0000021180,2415070102,5,3
0000021180,267496,4,3
0000021181,267126,1,6
0000021181,2945000108,2,1
0000021182,267122,3,7
0000021182,276FDN,3,7
0000021183,2126030101,1,1
0000021184,266320,4,1
0000021185,296001,4,10
0000021185,458446,1,6
0000021186,2114021201,2,8
0000021186,4126040401,3,6
0000021187,2415000107,3,8
0000021188,284346,5,9
0000021189,2703BG,5,7
0000021190,267441,3,9
0000021190,2912010004,3,9
0000021191,2911020002,3,10
0000021192,286544,1,8
0000021193,284196,4,7
0000021193,2917020005,4,1
0000021194,2701B2,3,2
0000021195,2144020401,2,7
0000021195,284208,5,7
0000021196,458197,1,10
0000021197,270363,2,8
0000021198,2702AI,5,10
0000021199,2127020301,1,9
0000021200,270138,3,9
0000021201,265226,4,8
0000021202,213006,5,6
0000021202,270238,1,4
0000021203,2703AZ,3,10
0000021204,267042,4,2
0000021205,265224,1,6
0000021206,2125024801,3,9
0000021207,265325,5,5
0000021208,2914020013,3,4
0000021209,265A29,4,1
0000021210,270107,2,5
0000021211,265228,2,4
0000021212,458434,3,10
0000021213,270376,5,6
0000021213,2914010004,2,9
0000021214,4127040201,1,6
0000021215,2124024801,2,8
0000021216,2127040791,1,6
0000021217,265229,5,2
0000021218,284495,3,1
0000021218,286D0A,5,6
0000021219,4585300002,4,10
0000021220,458331,5,3
0000021221,270199,2,5
0000021222,2114020291,3,1
0000021222,284274,3,1
0000021223,4585300002,4,10
0000021224,26524I,3,10
0000021225,2844C4,5,2
0000021226,2136011602,5,8
0000021226,2147022301,5,7
0000021227,270307,2,1
0000021227,270365,5,3
0000021228,2132020101,2,9
0000021229,2703AF,3,4
0000021229,2703B9,3,6
0000021229,458395,1,2
0000021230,270161,5,9
0000021231,2211010301,5,8
0000021232,2115050101,5,9
0000021232,26548J,5,7
